"MLSNumber","StreetNumberNumeric","StreetName","City","CDOM","ListPrice","CurrentPrice","ClosePrice","PendingDate","CloseDate","SqFtTotal","SqFtLivArea","View","WaterView"
"A11745464","1043","Alfonso Ave","Coral Gables","22","2375000","2270000","2270000","2025-03-11","2025-04-14","3111","2500","Garden View, Pool Area View",""
"A11585284","1246","Obispo Ave","Coral Gables","56","2375000","2200000","2200000","2024-07-05","2024-08-09","3199","2289","Garden View",""
"A11292150","1216","Castile Ave","Coral Gables","38","2375000","2050000","2050000","2022-11-28","2022-12-21","2888","2268","Other View",""
"A11253457","1232","Manati Ave","Coral Gables","10","2363294","2363294","2363294","2022-08-18","2022-10-10","2849","2414","Garden View, Tennis Court View",""
"A11615172","6811","Riviera Dr","Coral Gables","62","2359000","2000000","2000000","2024-09-02","2024-10-21","4113","3393","Garden View, Other View",""
"A11727074","440","Zamora Ave","Coral Gables","297","2350000","2260000","2260000","2025-05-20","2025-06-04","2477","2477","Pool Area View",""
"A11592275","500","Savona Ave","Coral Gables","22","2350000","2200000","2200000","2024-06-13","2024-06-28","3565","2362","Garden View",""
"A11205810","1236","Obispo Ave","Coral Gables","134","2350000","2350000","2350000","2022-09-28","2022-10-20","4254","3610","Garden View, Pool Area View",""
"A11534865","414","Barbarossa Ave","Coral Gables","42","2349000","2300000","2300000","2024-04-01","2024-05-22","2739","2164","Garden View, Other View",""
"A11358452","907","Valencia Ave.","Coral Gables","46","2349000","2250000","2250000","2023-03-14","2023-03-16","","3052","Garden View",""
"A11178163","1221","Andora Ave","Coral Gables","8","2349000","2354000","2354000","2022-03-29","2022-05-23","2895","2456","None",""
"A11831078","1320","Obispo Ave","Coral Gables","22","2300000","2100000","2100000","2025-07-21","2025-09-03","3309","2408","None",""
"A11741057","1201","Hardee Rd","Coral Gables","5","2300000","2250000","2250000","2025-02-18","2025-03-31","3082","2189","Garden View",""
"A11541252","428","Sevilla Ave","Coral Gables","123","2300000","2074506.39","2074506.39","2024-04-15","2024-05-09","2979","2580","Other View",""
"A11359712","1024","Asturia Ave.","Coral Gables","376","2300000","2350000","2350000","2023-03-24","2023-04-25","","3095","Garden View, Pool Area View",""
"A11680336","1137","Sorolla Ave","Coral Gables","107","2299000","2048000","2048000","2025-02-05","2025-03-21","3053","2207","Pool Area View",""
"A11399758","821","Majorca Ave","Coral Gables","60","2299000","2100000","2100000","2023-08-15","2023-10-02","3330","2950","None",""
"A11391617","412","Viscaya Ave","Coral Gables","83","2298000","2205000","2205000","2023-07-05","2023-09-01","3738","3738","Garden View, Pool Area View",""
"A11211474","3211","Riviera Dr","Coral Gables","53","2298000","2240000","2240000","2022-07-08","2022-07-20","3307","2614","Garden View, Pool Area View",""
"A11377061","1261","Coral Way","Coral Gables","13","2295000","2100000","2100000","2023-05-08","2023-06-05","3557","2462","Garden View",""
"A11350010","441","Miller Rd","Coral Gables","23","2295000","2230000","2230000","2023-04-18","2023-06-15","2732","2732","Garden View, Pool Area View",""
"A11226836","1024","Cotorro Ave","Coral Gables","3","2295000","2295000","2295000","2022-06-26","2022-07-08","3363","3363","Garden View",""
"A11746409","704","MADEIRA AV","Coral Gables","35","2275000","2150000","2150000","2025-03-31","2025-05-02","3383","2736","Garden View",""
"A11692852","6100","San Vicente St","Coral Gables","99","2275000","2151000","2151000","2025-02-25","2025-04-15","2988","2168","Garden View, Pool Area View",""
"A11622863","1246","Algardi Ave","Coral Gables","48","2250000","2175000","2175000","2024-08-29","2024-10-11","2988","2417","Garden View",""
"A11437545","1104","Manati Avenue","Coral Gables","314","2250000","2250000","2250000","2023-08-20","2023-09-11","3020","2297","Garden View",""
"A11414175","1222","Almeria Ave","Coral Gables","10","2250000","2200000","2200000","2023-07-16","2023-10-10","2915","2651","Pool Area View",""
"A11378426","415","Sarto Ave","Coral Gables","91","2250000","2250000","2250000","2023-07-27","2023-08-18","2912","2787","Garden View, Pool Area View",""
"A11373190","3315","Durango St","Coral Gables","7","2250000","2000000","2000000","2023-04-25","2023-05-10","3041","2385","Garden View",""
"A11284306","3315","Durango St","Coral Gables","113","2250000","2250000","2250000","2023-01-20","2023-03-31","3041","2385","Other View",""
"A11174826","1612","Granada Blvd","Coral Gables","17","2250000","2250000","2250000","2022-04-01","2022-05-27","4389","3292","Garden View",""
"A11155705","5210","Alhambra Cir","Coral Gables","3","2250000","2250000","2250000","2022-02-06","2022-03-14","3850","3002","None",""
"A11600663","526","Madeira Ave","Coral Gables","884","2249000","2150000","2150000","2024-09-13","2024-10-28","3617","2701","Garden View",""
"A11450232","446","Gerona Ave","Coral Gables","147","2225000","2175000","2175000","2024-02-06","2024-05-01","2729","2267","None",""
"A11662347","3701","Toledo St","Coral Gables","8","2200000","2200000","2200000","2024-10-02","2024-10-31","2794","2150","None",""
"A11482890","1525","Ancona Ave","Coral Gables","78","2200000","2050000","2050000","2024-01-26","2024-03-08","3051","2542","Garden View, Other View",""
"A11340451","1260","Greenway Dr","Coral Gables","4","2200000","2180000","2180000","2023-02-13","2023-03-30","3276","2856","Garden View, Golf View",""
"A11041475","4733","Santa Maria St","Coral Gables","264","2200000","2270000","2270000","2022-03-02","2022-03-23","3180","2703","Garden View",""
"A11767151","428","Sevilla Ave","Coral Gables","72","2199999","2000000","2000000","2025-06-04","2025-07-15","2979","2580","Other View",""
"A11799564","4830","San Amaro Dr","Coral Gables","83","2199000","1950000","1950000","2025-07-31","2025-09-02","3195","2818","Garden View",""
"A11478648","608","Altara Ave","Coral Gables","40","2199000","2030000","2030000","2023-12-11","2024-01-02","2835","2835","Garden View",""
"A11299885","1253","Anastasia Ave","Coral Gables","28","2199000","2000000","2000000","2022-12-09","2023-02-06","3439","2708","Garden View",""
"A11772090","616","Candia Ave","Coral Gables","43","2198000","2000000","2000000","2025-05-13","2025-05-19","3393","2390","Garden View, Pool Area View",""
"A11320707","4901","Ronda St","Coral Gables","83","2198000","2085000","2085000","2023-02-02","2023-02-28","2936","2381","Garden View, Pool Area View",""
"A11212649","1341","Sorolla Ave.","Coral Gables","1","2195000","2195000","2195000","2022-05-26","2022-06-02","","2352","Garden View",""
"A11212269","3211","Anderson Rd","Coral Gables","209","2195000","1950000","1950000","2022-12-21","2023-02-15","4699","3559","Garden View",""
"A11134780","6808","San Vicente St","Coral Gables","19","2190000","2190000","2190000","2021-12-28","2022-01-25","2987","2226","None",""
"A11651212","1426","Robbia Ave","Coral Gables","19","2185000","2000000","2000000","2024-09-17","2024-10-28","3636","2912","None",""
"A11429030","1001","Cotorro Ave","Coral Gables","33","2150000","1960000","1960000","2023-09-06","2023-10-06","3500","2275","Garden View",""
"A11155764","2111","Alhambra Cir","Coral Gables","12","2150000","2500000","2500000","2022-02-15","2022-03-15","4056","3202","Other View",""
"A11389007","5120","Orduna Dr","Coral Gables","265","2149000","1825000","1825000","2023-08-10","2023-08-31","3541","2438","Other View",""
"A11531916","822","Almeria Ave","Coral Gables","30","2100000","1980000","1980000","2024-03-17","2024-04-26","2725","2246","Garden View",""
"A11426141","1042","Catalonia Ave","Coral Gables","184","2100000","2000000","2000000","2024-01-28","2024-03-12","3512","2767","Other View",""
"A11395613","418","Bianca Ave","Coral Gables","3","2100000","2025000","2025000","2023-06-04","2023-06-23","3312","2703","Garden View",""
"A11338969","1256","Greenway Dr","Coral Gables","25","2100000","2100000","2100000","2023-03-06","2023-05-01","3480","2517","Garden View, Golf View",""
"F10304245","1010","Valencia Ave","Coral Gables","54","2100000","2188000","2188000","2021-12-05","2022-03-01","","3417","Pool Area View",""
"A11464858","130","Cadima Ave","Coral Gables","22","2099000","2075000","2075000","2023-10-27","2023-12-18","2755","2112","None",""
"A11238364","1235","Coral Way","Coral Gables","63","2098000","1900000","1900000","2022-09-09","2022-10-17","4854","3555","Garden View",""
"A11406866","717","Santander Ave.","Coral Gables","72","2064000","1920000","1920000","2023-07-03","2023-07-24","2534","2114","Garden View",""
"A11701763","2830","De Soto Blvd","Coral Gables","140","2050000","2000000","2000000","2025-04-25","2025-05-27","2686","2119","Garden View",""
"A11593433","443","Daroco Ave","Coral Gables","28","2050000","1850000","1850000","2024-07-02","2024-09-10","3216","2403","None",""
"A11273616","1043","Alfonso Ave","Coral Gables","195","2050000","1950000","1950000","2023-01-27","2023-03-03","3111","2500","Garden View, Other View",""
"A11158776","714","Anastasia Ave","Coral Gables","39","2048000","2328000","2328000","2022-03-21","2022-03-28","3160","2529","Garden View",""
"A11593293","451","Hardee Rd","Coral Gables","7","2000000","2000000","2000000","2024-05-30","2024-07-02","3017","2380","None",""
"A11232348","440","Zamora Ave","Coral Gables","60","2000000","1900000","1900000","2022-08-29","2022-09-29","2269","2269","None",""
"A11203703","735","Escobar Ave","Coral Gables","5","2000000","2150000","2150000","2022-05-18","2022-06-30","3295","2815","Garden View, Other View, Pool Area View",""
"A11123132","426","Hardee Rd","Coral Gables","19","2000000","1925000","1925000","2021-11-29","2022-01-12","3320","2346","Garden View",""
"A11580765","656","Alhambra Cir","Coral Gables","16","1999000","1900000","1900000","2024-05-23","2024-08-09","3252","2447","Other View",""
"A11731154","749","Anastasia Ave","Coral Gables","17","1995000","1750000","1750000","2025-02-10","2025-04-02","2957","2429","Garden View",""
"A11725897","1216","Almeria Ave","Coral Gables","46","1995000","1965000","1965000","2025-03-03","2025-05-02","2176","2176","Garden View",""
"A11665674","4200","Anderson Rd","Coral Gables","8","1995000","2250000","2250000","2024-10-03","2024-10-21","3102","2519","Garden View",""
"A11506740","625","Jeronimo Dr","Coral Gables","6","1995000","1934500","1934500","2024-01-10","2024-01-30","3328","2722","Garden View",""
"A11427263","2916","Granada Blvd","Coral Gables","420","1995000","1950000","1950000","2023-08-01","2023-08-31","2909","2873","None",""
"A11223753","515","Almeria Ave","Coral Gables","8","1995000","1975000","1975000","2022-06-24","2022-07-25","2845","2845","Pool Area View",""
"A11718981","1023","Venetia Ave","Coral Gables","7","1990000","1990000","1990000","2025-01-14","2025-02-11","2381","2161","Garden View",""
"A11291845","2310","Country Club Prado","Coral Gables","66","1990000","1925000","1925000","2023-01-03","2023-02-01","3461","2976","None",""
"A11201183","420","Barbarossa Ave","Coral Gables","6","1985000","1850000","1850000","2022-05-16","2022-07-05","3160","2239","Garden View",""
"A11226748","728","Alhambra Cir","Coral Gables","1","1980000","1918000","1918000","2022-06-25","2022-08-22","2763","2253","Other View",""
"A11336494","1216","Sorolla Ave","Coral Gables","17","1979000","1845000","1845000","2023-02-19","2023-03-24","2878","2338","Garden View",""
"A11312629","1110","Alhambra Cir","Coral Gables","28","1975000","1850000","1850000","2023-01-04","2023-02-03","2753","2249","Garden View",""
"A11100065","1109","Asturia Ave","Coral Gables","126","1975000","1962500","1962500","2022-01-21","2022-04-22","2217","2217","None",""
"A11811334","1535","Trevino Ave","Coral Gables","186","1950000","1977000","1977000","2025-06-13","2025-07-23","3020","3020","Other View",""
"A11620332","545","Zamora Ave","Coral Gables","160","1950000","1870000","1870000","2024-12-24","2025-03-27","2974","2369","Garden View",""
"A11591207","1132","Valencia Ave","Coral Gables","7","1950000","1960000","1960000","2024-05-27","2024-07-12","2945","2516","Garden View, Pool Area View",""
"A11497077","647","Velarde Ave","Coral Gables","14","1950000","1950000","1950000","2023-12-20","2024-02-15","2937","2613","Garden View",""
"A11171644","926","Castile Ave","Coral Gables","6","1950000","2100000","2100000","2022-03-15","2022-04-22","3327","2578","Garden View",""
"A11118285","2412","Country Club Prado","Coral Gables","38","1950000","1925000","1925000","2022-01-03","2022-02-03","4053","3318","Garden View",""
"A11268614","505","Palermo Ave","Coral Gables","5","1949000","1900000","1900000","2022-09-11","2022-11-09","2903","2565","Other View",""
"A11158035","1317","Alhambra Cir","Coral Gables","4","1948000","1800000","1800000","2022-02-14","2022-04-04","3430","2513","Garden View, Pool Area View",""
"A11437611","318","Aledo Ave","Coral Gables","26","1925000","1850000","1850000","2023-09-16","2023-10-27","2429","2274","Other View",""
"A11592590","3231","Salzedo St","Coral Gables","168","1920000","1725000","1725000","2024-11-07","2024-12-20","2495","2125","Garden View",""
"A11737102","4310","Monserrate St","Coral Gables","33","1900000","1360000","1360000","2025-03-06","2025-05-15","3100","2259","Garden View",""
"A11252541","528","Sevilla Ave","Coral Gables","167","1900000","1710000","1710000","2023-01-19","2023-02-21","3347","2535","Garden View",""
"A11846569","2618","Alhambra Cir","Coral Gables","278","1899995","1833000","1833000","2025-08-02","2025-09-12","3031","2509","Garden View",""
"A11629388","501","Zamora Ave","Coral Gables","103","1899000","1820000","1820000","2024-11-12","2024-12-06","2509","2117","Garden View",""
"A11494753","629","Altara Ave","Coral Gables","60","1899000","1855000","1855000","2024-01-31","2024-03-22","3184","2653","Garden View",""
"A11330590","4409","Monserrate St","Coral Gables","171","1898000","1850000","1850000","2023-02-27","2023-03-30","3136","2235","Garden View, Pool Area View",""
"A11513404","1216","Almeria Ave","Coral Gables","205","1895000","1746000","1746000","2024-02-03","2024-02-26","2176","2176","Garden View",""
"A11668642","1347","Bird Rd","Coral Gables","163","1890000","1700000","1700000","2025-03-12","2025-05-16","3333","2725","Garden View, Pool Area View",""
"A11472236","718","Malaga Ave","Coral Gables","45","1875000","1830000","1830000","2023-12-11","2023-12-15","3263","2364","None",""
"A11374842","1410","Cantoria Ave","Coral Gables","56","1875000","1825000","1825000","2023-07-12","2023-08-23","2795","2162","Other View",""
"A11785065","517","Cadagua Ave","Coral Gables","7","1850000","1832500","1832500","2025-04-23","2025-06-09","2428","2186","Garden View",""
"A11636159","6805","Talavera St","Coral Gables","10","1850000","1914474","1914474","2024-08-15","2024-10-17","2923","2457","Garden View",""
"A11625404","1501","Algardi Ave","Coral Gables","30","1850000","1780000","1780000","2024-08-22","2024-10-04","3664","3054","Garden View, Other View",""
"A11246465","1550","Zuleta Ave","Coral Gables","121","1850000","1755000","1755000","2023-02-03","2023-03-23","2798","2248","Garden View, Pool Area View",""
"A11153117","924","Catalonia Ave","Coral Gables","0","1850000","2100000","2100000","2022-02-15","2022-03-17","3786","2872","Other View",""
"A11421877","1112","Castile Ave","Coral Gables","6","1845000","1863450","1863450","2023-07-31","2023-09-05","2243","2243","Garden View",""
"A11267005","235","San Sebastian Ave","Coral Gables","193","1825000","1750000","1750000","2023-03-13","2023-04-18","2609","2280","None",""
"A11562694","825","Majorca Ave","Coral Gables","21","1800000","1750000","1750000","2024-05-03","2024-07-02","2898","2290","Other View",""
"A11330082","427","Catalonia Ave","Coral Gables","19","1800000","1735000","1735000","2023-02-14","2023-04-18","3255","2703","Garden View",""
"A11206636","1522","Cecilia Ave","Coral Gables","4","1800000","1805000","1805000","2022-05-23","2022-06-22","2978","2388","Garden View",""
"A11566434","1015","Venetia Ave","Coral Gables","245","1799999","1600000","1600000","2024-06-11","2024-08-09","3676","3285","Garden View",""
"A11698479","1325","Obispo Ave","Coral Gables","102","1799000","1667000","1667000","2025-03-23","2025-04-22","2533","2247","Other View",""
"A11338876","1224","Tangier St","Coral Gables","33","1799000","1800000","1800000","2023-04-04","2023-07-06","2753","2211","Garden View",""
"A11296415","740","Mendoza Ave","Coral Gables","115","1799000","1500000","1500000","2023-02-27","2023-04-10","2804","2279","Garden View",""
"A11610516","500","Alhambra Cir","Coral Gables","103","1795000","1650000","1650000","2024-07-16","2024-08-29","3156","2756","Garden View",""
"A11489116","612","Alcazar Ave","Coral Gables","85","1795000","1750000","1750000","2024-02-17","2024-04-02","2854","2254","Garden View, Other View",""
"A11290791","3515","Durango St","Coral Gables","14","1795000","1400000","1400000","2022-11-09","2023-01-17","2906","2423","None",""
"A11776246","1411","Miller Rd","Coral Gables","40","1790000","1700000","1700000","2025-05-13","2025-06-05","3553","2513","None",""
"A11667653","6935","Mindello St","Coral Gables","100","1790000","1765000","1765000","2024-10-27","2024-11-08","2651","2192","Garden View",""
"A11521803","1170","Alhambra Cir","Coral Gables","63","1790000","1750000","1750000","2024-04-01","2024-06-17","3191","2319","None",""
"A11678533","551","Bargello Ave","Coral Gables","4","1789000","1525000","1525000","2024-10-22","2024-12-12","2973","2444","Garden View",""
"A11229013","1243","Andalusia Ave","Coral Gables","71","1789000","1802000","1802000","2022-09-07","2022-10-13","2606","2234","Garden View, Other View",""
"A11159382","637","Minorca Ave","Coral Gables","4","1780000","1908000","1908000","2022-02-14","2022-03-18","2872","2674","Garden View",""
"A11736139","423","Alhambra Cir","Coral Gables","6","1775000","1775000","1775000","2025-02-11","2025-04-15","2779","2238","None",""
"A11551260","330","Alesio Ave","Coral Gables","208","1775000","1575000","1575000","2024-05-18","2024-06-28","2814","2268","Other View",""
"A11271490","1215","Malaga Ave","Coral Gables","5","1775000","1925000","1925000","2022-09-27","2022-11-04","3407","3071","Garden View",""
"A11134678","636","Camilo Ave","Coral Gables","7","1775000","1775000","1775000","2021-12-20","2022-01-28","3479","2667","Garden View",""
"A11229031","6930","Mindello St","Coral Gables","116","1755000","1672500","1672500","2022-10-29","2022-12-12","2709","2373","Garden View",""
"A11474095","4315","Alhambra Cir","Coral Gables","24","1750000","1600000","1600000","2023-11-17","2023-12-06","3193","2220","Garden View",""
"A11168171","1350","Blue Rd","Coral Gables","21","1750000","1750000","1750000","2022-03-29","2022-04-26","3474","2710","Garden View, Golf View",""
"A11148134","1341","Blue Rd","Coral Gables","11","1750000","1775000","1775000","2022-01-31","2022-03-04","2954","2147","Garden View",""
"A11349831","1035","Andalusia Ave","Coral Gables","6","1749000","2100000","2100000","2023-03-14","2023-04-27","3414","2518","None",""
"A11469229","5121","Granada Blvd","Coral Gables","27","1740000","1690000","1690000","2023-11-13","2023-12-22","2774","2369","None",""
"A11633639","4030","Alhambra Cir","Coral Gables","43","1725000","1640000","1640000","2024-09-25","2024-10-25","2788","2327","Garden View",""
"A11507207","1410","Mercado Ave","Coral Gables","56","1700000","1580000","1580000","2024-02-28","2024-03-25","2330","2330","None",""
"A11497086","445","Minorca Ave","Coral Gables","44","1700000","1700000","1700000","2024-01-24","2024-03-05","2503","2204","Garden View",""
"A11440591","1226","Palermo Ave","Coral Gables","19","1700000","1620000","1620000","2023-09-11","2023-10-16","2962","2674","None",""
"A11381550","635","Escobar Ave","Coral Gables","7","1700000","1500000","1500000","2023-05-10","2023-06-09","2152","2152","Garden View",""
"A11177941","508","Castania Ave","Coral Gables","8","1700000","1850000","1850000","2022-04-01","2022-05-05","3397","2706","Garden View",""
"A11141893","820","Palermo Ave","Coral Gables","6","1700000","1903000","1903000","2022-01-20","2022-03-04","3232","2844","Garden View",""
"A11832340","1415","Trillo Ave","Coral Gables","15","1699900","1500000","1500000","2025-07-16","2025-08-29","2677","2265","Garden View",""
"A11273514","522","Alhambra Cir","Coral Gables","91","1699000","1550000","1550000","2022-12-15","2023-01-31","3390","2624","Garden View, Pool Area View",""
"A11212803","2842","De Soto Blvd","Coral Gables","6","1699000","1598700","1598700","2022-06-07","2022-08-03","2632","2172","Garden View",""
"A11523520","717","Sistina Ave","Coral Gables","3","1695000","1750000","1750000","2024-02-01","2024-02-16","2694","2370","None",""
"F10384736","2015","Country Club Prado","Coral Gables","39","1690000","1535000","1535000","2023-07-19","2023-08-07","","2213","Garden View",""
"A11288096","1514","Urbino Ave","Coral Gables","183","1685000","1575000","1575000","2023-04-15","2023-05-24","2967","2431","Garden View",""
"A11369047","414","Barbarossa Ave.","Coral Gables","6","1675000","1675000","1675000","2023-04-13","2023-04-19","2739","2164","Garden View",""
"A11260559","1531","Zoreta Ave","Coral Gables","14","1670000","1500000","1500000","2022-09-07","2022-10-28","2287","2287","Garden View",""
"A11554534","1718","Costado St","Coral Gables","89","1650000","1550000","1550000","2024-06-19","2024-08-12","2541","2143","Garden View",""
"A11499879","6816","Pallazzo St","Coral Gables","62","1650000","1800000","1800000","2024-03-14","2024-04-15","3179","2518","Garden View, Other View",""
"A11321967","615","Bird Rd","Coral Gables","136","1650000","1500000","1500000","2023-02-17","2023-03-31","2861","2184","Garden View, Pool Area View",""
"A11263725","1519","Robbia Ave","Coral Gables","206","1650000","1250000","1250000","2023-02-27","2023-03-31","3117","2745","None",""
"A11220436","3304","Alhambra Cir","Coral Gables","10","1650000","1500000","1500000","2022-06-20","2022-07-21","2848","2174","Garden View",""
"A11167711","3211","Riviera Dr","Coral Gables","0","1650000","1650000","1650000","2022-03-01","2022-03-03","3307","2614","Garden View, Pool Area View",""
"A11131241","1106","Alhambra Cir","Coral Gables","37","1650000","1465000","1465000","2022-01-17","2022-02-25","3255","3255","None",""
"A11778705","507","BIRD RD","Coral Gables","7","1635000","1635000","1635000","2025-04-14","2025-05-01","","2716","Garden View",""
"A11602729","431","Alhambra Circle","Coral Gables","19","1625000","1562500","1562500","2024-06-25","2024-07-30","2628","2188","Garden View",""
"A11277731","634","Aledo Ave.","Coral Gables","87","1625000","1550000","1550000","2022-12-19","2022-12-28","","2837","Garden View, Pool Area View",""
"A11821793","446","Navarre Ave","Coral Gables","95","1600000","1500000","1500000","2025-07-08","2025-07-08","3464","3178","Other View",""
"A11188329","410","Majorca Ave","Coral Gables","4","1600000","1585000","1585000","2022-04-15","2022-05-05","2510","2188","None",""
"A11221416","5510","San Vicente St","Coral Gables","54","1599000","1550000","1550000","2022-08-16","2022-10-03","2533","2202","Garden View, Other View",""
"A11434727","1526","Trillo Ave","Coral Gables","84","1595000","1550000","1550000","2023-11-03","2023-12-05","2605","2239","Garden View",""
"A11129584","833","Messina Ave","Coral Gables","37","1595000","1700000","1700000","2022-01-03","2022-01-31","3325","2556","Garden View",""
"A11303956","1432","Venetia Ave","Coral Gables","94","1575000","1410000","1410000","2023-02-11","2023-02-22","3066","2648","Garden View, None",""
"A11171380","724","Madeira Ave","Coral Gables","4","1575000","1600000","1600000","2022-03-14","2022-05-16","2691","2479","Pool Area View",""
"A11372707","1420","Venetia Ave","Coral Gables","8","1565000","1565000","1565000","2023-05-09","2023-05-31","2281","2265","None",""
"A11554494","2618","Alhambra Cir","Coral Gables","307","1550000","1400000","1400000","2024-05-21","2024-06-21","3031","2509","Garden View",""
"A11195057","605","Alcazar Ave","Coral Gables","6","1550000","1550000","1550000","2022-06-22","2022-07-18","2652","2152","None, Other View",""
